5,0,0.01,0.95099,1.00000
5,0,0.05,0.77378,1.00000
5,0,0.1,0.59049,1.00000
5,0,0.15,0.44371,1.00000
5,0,0.2,0.32768,1.00000
5,0,0.25,0.23730,1.00000
5,0,0.3,0.16807,1.00000
5,0,0.35,0.11603,1.00000
5,0,0.4,0.07776,1.00000
5,0,0.45,0.05033,1.00000
5,0,0.5,0.03125,1.00000
5,0,0.55,0.01845,1.00000
5,0,0.6,0.01024,1.00000
5,0,0.65,0.00525,1.00000
5,0,0.7,0.00243,1.00000
5,0,0.75,0.00098,1.00000
5,0,0.8,0.00032,1.00000
5,0,0.85,0.00008,1.00000
5,0,0.9,0.00001,1.00000
5,0,0.95,0.00000,1.00000
5,0,0.99,0.00000,1.00000
5,1,0.01,0.99902,0.00098
5,1,0.05,0.97741,0.02259
5,1,0.1,0.91854,0.08146
5,1,0.15,0.83521,0.16479
5,1,0.2,0.73728,0.26272
5,1,0.25,0.63281,0.36719
5,1,0.3,0.52822,0.47178
5,1,0.35,0.42842,0.57159
5,1,0.4,0.33696,0.66304
5,1,0.45,0.25622,0.74378
5,1,0.5,0.18750,0.81250
5,1,0.55,0.13122,0.86878
5,1,0.6,0.08704,0.91296
5,1,0.65,0.05402,0.94598
5,1,0.7,0.03078,0.96922
5,1,0.75,0.01563,0.98438
5,1,0.8,0.00672,0.99328
5,1,0.85,0.00223,0.99777
5,1,0.9,0.00046,0.99954
5,1,0.95,0.00003,0.99997
5,1,0.99,0.00000,1.00000
5,2,0.01,0.99999,0.00000
5,2,0.05,0.99884,0.00000
5,2,0.1,0.99144,0.00007
5,2,0.15,0.97339,0.00071
5,2,0.2,0.94208,0.00335
5,2,0.25,0.89648,0.01072
5,2,0.3,0.83692,0.02660
5,2,0.35,0.76483,0.05530
5,2,0.4,0.68256,0.10077
5,2,0.45,0.59313,0.16555
5,2,0.5,0.50000,0.25000
5,2,0.55,0.40687,0.35180
5,2,0.6,0.31744,0.46589
5,2,0.65,0.23517,0.58497
5,2,0.7,0.16308,0.70044
5,2,0.75,0.10352,0.80368
5,2,0.8,0.05792,0.88751
5,2,0.85,0.02661,0.94748
5,2,0.9,0.00856,0.98295
5,2,0.95,0.00116,0.99769
5,2,0.99,0.00001,0.99998
5,3,0.01,1.00000,0.00000
5,3,0.05,0.99997,0.00000
5,3,0.1,0.99954,0.00000
5,3,0.15,0.99777,0.00000
5,3,0.2,0.99328,0.00000
5,3,0.25,0.98438,0.00000
5,3,0.3,0.96922,0.00003
5,3,0.35,0.94598,0.00016
5,3,0.4,0.91296,0.00066
5,3,0.45,0.86878,0.00226
5,3,0.5,0.81250,0.00659
5,3,0.55,0.74378,0.01682
5,3,0.6,0.66304,0.03826
5,3,0.65,0.57159,0.07863
5,3,0.7,0.47178,0.14738
5,3,0.75,0.36719,0.25341
5,3,0.8,0.26272,0.40077
5,3,0.85,0.16479,0.58262
5,3,0.9,0.08146,0.77499
5,3,0.95,0.02259,0.93374
5,3,0.99,0.00098,0.99706
5,4,0.01,1.00000,0.00000
5,4,0.05,1.00000,0.00000
5,4,0.1,0.99999,0.00000
5,4,0.15,0.99992,0.00000
5,4,0.2,0.99968,0.00000
5,4,0.25,0.99902,0.00000
5,4,0.3,0.99757,0.00000
5,4,0.35,0.99475,0.00000
5,4,0.4,0.98976,0.00000
5,4,0.45,0.98155,0.00000
5,4,0.5,0.96875,0.00000
5,4,0.55,0.94967,0.00001
5,4,0.6,0.92224,0.00004
5,4,0.65,0.88397,0.00018
5,4,0.7,0.83193,0.00080
5,4,0.75,0.76270,0.00317
5,4,0.8,0.67232,0.01153
5,4,0.85,0.55629,0.03876
5,4,0.9,0.40951,0.12158
5,4,0.95,0.22622,0.35849
5,4,0.99,0.04901,0.81791
6,0,0.01,0.94148,1.00000
6,0,0.05,0.73509,1.00000
6,0,0.1,0.53144,1.00000
6,0,0.15,0.37715,1.00000
6,0,0.2,0.26214,1.00000
6,0,0.25,0.17798,1.00000
6,0,0.3,0.11765,1.00000
6,0,0.35,0.07542,1.00000
6,0,0.4,0.04666,1.00000
6,0,0.45,0.02768,1.00000
6,0,0.5,0.01563,1.00000
6,0,0.55,0.00830,1.00000
6,0,0.6,0.00410,1.00000
6,0,0.65,0.00184,1.00000
6,0,0.7,0.00073,1.00000
6,0,0.75,0.00024,1.00000
6,0,0.8,0.00006,1.00000
